timestamp,source,log_message,target_label
11/19/2025 23:06,BillingSystem,Email service experienced a sending issue,Error
2025-10-13 12:42:55,AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-aded094f-044c-41ef-b827-8a8a69bd0e73 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2634399",HTTP Status
2025-01-12 20:09:00,AnalyticsEngine,System component has failed: component ID Component62,Critical Error
2025-05-29 02:07:51,BillingSystem,"nova.compute.resource_tracker [req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -] Total usable vcpus: 16, total allocated vcpus: 1",Resource Usage
2025-07-26 11:08:59,AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-4ffeb467-110b-4615-a5a8-11f1ccb2bf27 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1893 time: 0.2863061",HTTP Status
10/19/2025 17:15,ThirdPartyAPI,Detection of admin privilege misuse by user 1449,Security Alert
2025-01-07 03:15:01,AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-f7783f57-038a-4d59-af27-9c554d8fd072 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Status code -  200 len: 1893 time: 0.2585540",HTTP Status
2025-11-20 04:01:59,AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-a4c7cd49-f302-49d5-b690-07572719c6a0 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" RCODE  200 len: 1893 time: 0.2691431",HTTP Status
2025-02-09 06:37:02,BillingSystem,"nova.metadata.wsgi.server [-] 10.11.21.138,10.11.10.1 ""GET /openstack/2013-10-17/user_data HTTP/1.1"" RCODE  404 len: 176 time: 0.0009220",HTTP Status
2025-06-30 06:58:53,ModernCRM,"nova.compute.claims [req-2d658d2c-7eff-414e-a68f-3f1c75c9e874 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] disk limit not specified, defaulting to unlimited",Resource Usage
2025-07-15 11:48:57,ThirdPartyAPI,"nova.metadata.wsgi.server [req-79c8b1ef-a852-415b-8c7c-8be53574cd17 - - - - -] 10.11.21.138,10.11.10.1 ""GET /openstack/2013-10-17/meta_data.json HTTP/1.1"" HTTP status code -  200 len: 967 time: 0.2491531",HTTP Status
2025-09-28 18:42:29,ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-15ed46bc-c234-4dd1-ba31-6132a5a21007 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1910 time: 0.2641079",HTTP Status
2025-07-03 17:18:22,ModernHR,"nova.metadata.wsgi.server [req-27e91939-3ba4-4d14-80e1-47d8fbb230ff - - - - -] 10.11.21.126,10.11.10.1 ""GET /latest/meta-data/block-device-mapping/root HTTP/1.1"" Status code -  200 len: 124 time: 0.2206309",HTTP Status
1/18/2025 4:32,ThirdPartyAPI,API security breach attempt identified for user 7438,Security Alert
2025-12-03 15:32:01,BillingSystem,"nova.osapi_compute.wsgi.server [req-a48835ba-fc76-4d9f-870b-5d7f0956db98 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Status code -  200 len: 1893 time: 0.2599471",HTTP Status
2025-08-02 08:24:34,ModernHR,"nova.osapi_compute.wsgi.server [req-e6509c84-a275-459c-b564-25fdbaa58cdc 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1759 time: 0.2789471",HTTP Status
2025-05-18 09:36:59,AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-83ffe6d1-b745-4902-832b-44a5e5b480d0 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Status code -  200 len: 1893 time: 0.2706349",HTTP Status
2025-09-26 16:40:00,BillingSystem,"nova.osapi_compute.wsgi.server [req-4beb51c0-21fe-4609-b459-ffc91c724c5c 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Status code -  200 len: 1893 time: 0.2611339",HTTP Status
2025-04-06 03:20:19,ModernCRM,"nova.metadata.wsgi.server [-] 10.11.21.132,10.11.10.1 ""GET /latest/meta-data/local-ipv4 HTTP/1.1"" HTTP status code -  200 len: 129 time: 0.0006690",HTTP Status
2025-12-06 20:27:02,AnalyticsEngine,"nova.compute.resource_tracker [req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -] Total usable vcpus: 16, total allocated vcpus: 0",Resource Usage
2025-11-18 19:49:15,ModernHR,"nova.compute.claims [req-caeb3818-dab6-4e8d-9ea6-aceb23905ebc 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: 78dc1847-8848-49cc-933e-9239b12c9dcf] Total vcpu: 16 VCPU, used: 0.00 VCPU",Resource Usage
2025-01-30 13:04:27,ModernHR,"nova.osapi_compute.wsgi.server [req-98474cd9-61e1-4afe-bd52-676a577b058f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""POST /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers HTTP/1.1"" RCODE  202 len: 733 time: 0.6913249",HTTP Status
2025-05-09 10:13:00,ModernHR,"Server 13 shows signs of unauthorized access, security risk present",Security Alert
2025-11-17 19:50:16,ModernCRM,"nova.osapi_compute.wsgi.server [req-86b60c9f-5825-4447-9b26-c90aa4eb5986 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Status code -  200 len: 1759 time: 0.2631650",HTTP Status
2025-07-30 20:01:37,AnalyticsEngine,"nova.compute.claims [req-beb938db-df6e-4611-8113-1a148a0224bc 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: d6b7bd36-2943-4363-9235-fffdd89ea40e] memory limit: 96258.00 MB, free: 95746.00 MB",Resource Usage
2025-12-18 21:58:51,ModernCRM,"nova.osapi_compute.wsgi.server [req-f791b1b3-df99-4b6f-9d52-1874ced07e4d 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2522879",HTTP Status
2025-08-05 15:04:57,ModernHR,"nova.osapi_compute.wsgi.server [req-9f55f8ef-5f3f-4087-9a62-af37a1d6ba75 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1893 time: 0.2563009",HTTP Status
2025-06-22 04:44:22,ModernCRM,"nova.compute.claims [req-caeb3818-dab6-4e8d-9ea6-aceb23905ebc 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: 78dc1847-8848-49cc-933e-9239b12c9dcf] Total memory: 64172 MB, used: 512.00 MB",Resource Usage
2025-08-19 23:28:47,ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-dd5eea8f-ecd9-481e-aa07-ada6bea727cc 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Status code -  200 len: 1893 time: 0.2614441",HTTP Status
2025-06-16 02:09:56,ThirdPartyAPI,"nova.metadata.wsgi.server [req-5eee7c2e-9d80-4668-869d-1d8f70d9b074 - - - - -] 10.11.21.136,10.11.10.1 ""GET /openstack/2013-10-17/vendor_data.json HTTP/1.1"" status: 200 len: 124 time: 0.2191730",HTTP Status
2025-10-13 21:37:41,ModernHR,"nova.osapi_compute.wsgi.server [req-100e1170-b42e-4840-8c18-618eec0dbb92 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1893 time: 0.2595811",HTTP Status
2025-06-04 03:25:19,AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-3a90789d-5475-4e5d-8013-cfe3f8388818 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2747879",HTTP Status
4/21/2025 18:15,ThirdPartyAPI,User 4489 experienced repeated login failures,Security Alert
7/24/2025 2:13,ModernHR,User 9202 has admin privileges escalated,Security Alert
2025-11-25 20:32:48,ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-75353906-801d-43f3-a38b-1c1fbab380a1 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1893 time: 0.2760520",HTTP Status
4/16/2025 7:04,AnalyticsEngine,Multiple login failures were detected for user 6607,Security Alert
7/16/2025 4:47,ThirdPartyAPI,Multiple rejected login attempts found for user 1270,Security Alert
2025-07-12 09:01:00,ModernHR,Unusual access attempt from 192.168.197.162 logged,Security Alert
2025-12-16 20:10:10,ModernCRM,"nova.osapi_compute.wsgi.server [req-40c6c6d9-caf9-426e-b739-a5562aa4043a 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1874 time: 0.2106130",HTTP Status
11/23/2025 2:54,ModernCRM,Severe application issue found in main system component,Critical Error
2025-09-04 09:33:00,AnalyticsEngine,Potential security vulnerability found on server 6,Security Alert
2025-03-22 06:19:27,ModernHR,"nova.metadata.wsgi.server [-] 10.11.21.135,10.11.10.1 ""GET /latest/meta-data/local-ipv4 HTTP/1.1"" Status code -  200 len: 129 time: 0.0008481",HTTP Status
2025-09-08 04:21:00,ModernHR,Warning: potential password cracking attempt from 192.168.190.64,Security Alert
6/27/2025 2:39,BillingSystem,User 2750 had multiple login attempts rejected,Security Alert
10/30/2025 0:28,AnalyticsEngine,"Server 10 has potential security exposure, remediation needed",Security Alert
2025-02-15 18:47:54,BillingSystem,"nova.osapi_compute.wsgi.server [req-bf5f82ea-8ca0-4437-b4d6-f914db1fb477 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" RCODE  200 len: 1893 time: 0.2676780",HTTP Status
2025-02-03 22:05:40,ThirdPartyAPI,"nova.metadata.wsgi.server [-] 10.11.21.132,10.11.10.1 ""GET /latest/meta-data/placement/availability-zone HTTP/1.1"" Status code -  200 len: 120 time: 0.0009980",HTTP Status
2025-03-08 07:51:00,BillingSystem,User 5555 account experienced multiple login failures,Security Alert
2025-01-01 23:47:15,AnalyticsEngine,"nova.metadata.wsgi.server [req-3e10a534-1a8e-4ae8-a49a-df5cb9b87fb0 - - - - -] 10.11.21.129,10.11.10.1 ""GET /latest/meta-data/block-device-mapping/root HTTP/1.1"" Status code -  200 len: 124 time: 0.2325919",HTTP Status
2025-12-07 02:52:00,ThirdPartyAPI,Systemic configuration issue has been detected,Critical Error
2025-10-22 17:57:25,AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-b6a4fa91-7414-432a-b725-52b5613d3ca3 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Status code -  200 len: 1893 time: 0.2642131",HTTP Status
10/14/2025 11:29,AnalyticsEngine,Unapproved API login attempt from user 1618 recorded,Security Alert
2025-09-18 19:18:25,BillingSystem,"nova.osapi_compute.wsgi.server [req-1a40db47-25b1-456f-82a6-62af7d642a7b 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Status code -  200 len: 1893 time: 0.2719719",HTTP Status
2025-10-22 17:32:37,ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-93ebec7f-31c0-4efe-bd3c-b139f832b447 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1759 time: 0.2773421",HTTP Status
2025-05-14 17:33:09,ModernHR,"nova.osapi_compute.wsgi.server [req-5bb78d63-0f3e-4f7e-b545-272cd7cbe517 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1759 time: 0.3940661",HTTP Status
4/28/2025 4:04,AnalyticsEngine,IP 192.168.183.14 identified as potential attack source,Security Alert
3/17/2025 18:15,BillingSystem,Alert: Admin privilege escalation for user 9724 detected,Security Alert
12/24/2025 19:51,ModernCRM,User 8276 account experienced multiple login failures,Security Alert
2025-08-18 17:24:03,ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-e584ef57-6eeb-4444-bd9a-e1bf5ea3149b 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1893 time: 0.2322080",HTTP Status
2025-06-19 03:02:33,BillingSystem,"nova.compute.claims [req-29a09cdb-3169-4c40-8bd1-552636286362 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: 43204226-2f87-4da7-b7ee-4d20cc66e846] vcpu limit not specified, defaulting to unlimited",Resource Usage
2025-06-23 13:45:11,ModernHR,"nova.osapi_compute.wsgi.server [req-4581b3d6-dfb3-4463-be9b-bff865be3b7c 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" RCODE  200 len: 1575 time: 0.1811130",HTTP Status
2025-07-28 22:41:40,ModernCRM,"nova.osapi_compute.wsgi.server [req-826238fb-3373-47c4-b6ef-2576b3bc286f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Status code -  200 len: 1893 time: 0.2608051",HTTP Status
8/19/2025 19:15,ModernCRM,Severe malfunction identified in primary software module,Critical Error
2025-06-07 22:17:48,BillingSystem,"nova.osapi_compute.wsgi.server [req-278d9036-452a-45bc-be2b-ef72034db638 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" RCODE  200 len: 1759 time: 0.2531900",HTTP Status
2025-03-25 17:41:48,ThirdPartyAPI,"nova.compute.claims [req-caeb3818-dab6-4e8d-9ea6-aceb23905ebc 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: 78dc1847-8848-49cc-933e-9239b12c9dcf] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU",Resource Usage
2025-07-02 11:40:04,BillingSystem,nova.compute.resource_tracker [req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -] Final resource view: name=cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us phys_ram=64172MB used_ram=2560MB phys_disk=15GB used_disk=20GB total_vcpus=16 used_vcpus=1 pci_stats=[],Resource Usage
2025-09-06 00:27:36,ModernHR,"nova.osapi_compute.wsgi.server [req-b543ced1-368e-4997-bd19-bfe484087365 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Status code -  200 len: 1759 time: 0.2633560",HTTP Status
3/30/2025 12:13,AnalyticsEngine,SSL certificate validation errors resulted in a failed service health check.,Error
2025-07-03 01:57:00,ThirdPartyAPI,API access log shows unauthorized attempt by user 5643,Security Alert
2025-02-22 12:01:18,AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-2a243770-f5c3-4a9b-8bd5-13063d31a644 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1893 time: 0.2696431",HTTP Status
2025-03-05 17:09:51,ModernHR,"nova.metadata.wsgi.server [-] 10.11.21.123,10.11.10.1 ""GET /latest/meta-data/block-device-mapping/root HTTP/1.1"" status: 200 len: 124 time: 0.0018420",HTTP Status
2025-10-08 07:44:40,ModernHR,"nova.compute.claims [req-98474cd9-61e1-4afe-bd52-676a577b058f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: 70c1714b-c11b-4c88-b300-239afe1f5ff8] disk limit not specified, defaulting to unlimited",Resource Usage
10/28/2025 20:25,BillingSystem,Failed access attempt on limited account Account7127,Security Alert
2025-07-12 19:15:00,AnalyticsEngine,Invalid SSL certificate configuration led to a failed service health check.,Error
8/17/2025 3:05,ModernCRM,Multiple invalid login attempts were made for user 1087,Security Alert
2025-08-29 19:38:17,BillingSystem,"nova.osapi_compute.wsgi.server [req-8a3543f5-d7a2-4715-ba54-1b9515b1bf6e 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1893 time: 0.2618670",HTTP Status
2025-09-13 06:02:40,ThirdPartyAPI,"nova.compute.claims [req-01d570b0-78a7-4719-b7a3-429fd7dc5a3f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: d54b44eb-2d1a-4aa2-ba6b-074d35f8f12c] Total memory: 64172 MB, used: 512.00 MB",Resource Usage
2025-12-02 16:24:45,BillingSystem,"nova.metadata.wsgi.server [-] 10.11.21.132,10.11.10.1 ""GET /latest/meta-data/security-groups HTTP/1.1"" RCODE  200 len: 123 time: 0.0007679",HTTP Status
6/19/2025 7:44,ModernHR,Attempt to access account Account1376 was not authorized,Security Alert
5/27/2025 19:34,ThirdPartyAPI,User 7662 did not have permission to access API,Security Alert
2025-08-29 12:41:54,BillingSystem,"nova.osapi_compute.wsgi.server [req-3fa8a45e-031e-4f3b-b327-b9cd4210f3ba f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -] 10.11.10.1 ""POST /v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1"" RCODE  404 len: 296 time: 0.1029620",HTTP Status
2025-08-23 01:09:26,ModernCRM,"nova.osapi_compute.wsgi.server [req-f34ca27d-611a-4561-9ed2-e54664bf0514 f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -] 10.11.10.1 ""POST /v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1"" Return code: 404 len: 296 time: 0.0926130",HTTP Status
2025-09-18 20:47:30,ModernCRM,"nova.osapi_compute.wsgi.server [req-9d2c1d24-f157-464f-aa8c-17ebcdaac12b 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1910 time: 0.2577691",HTTP Status
2025-01-12 15:27:00,ModernCRM,"Security issue detected on server 23, investigation required",Security Alert
2025-02-05 01:50:39,AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-434ba9f2-b0d5-4cfd-8a12-16024f09e6eb 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Status code -  200 len: 1910 time: 0.2654181",HTTP Status
3/26/2025 15:48,ThirdPartyAPI,"Server 31 has been flagged for suspicious activity, security review",Security Alert
2025-06-07 14:59:50,ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-b2fc192f-a41f-4ca6-ae6e-c737cc772580 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1893 time: 0.2913761",HTTP Status
2025-12-19 01:23:09,AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-0dd87940-76ef-4556-bfb6-3cb42c58fc82 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1916 time: 0.2644901",HTTP Status
2025-06-27 13:37:09,ThirdPartyAPI,"nova.compute.claims [req-97fcea79-42f7-4241-9b9e-63fe193c1929 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: b562ef10-ba2d-48ae-bf4a-18666cba4a51] Total vcpu: 16 VCPU, used: 0.00 VCPU",Resource Usage
2025-08-19 20:38:31,ModernCRM,"nova.osapi_compute.wsgi.server [req-97738e9d-8df6-4948-89f0-afcd17e1f899 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" RCODE  200 len: 1583 time: 0.1901591",HTTP Status
2025-01-16 04:58:24,BillingSystem,"nova.compute.claims [req-97fcea79-42f7-4241-9b9e-63fe193c1929 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: b562ef10-ba2d-48ae-bf4a-18666cba4a51] vcpu limit not specified, defaulting to unlimited",Resource Usage
2025-05-07 16:58:00,ModernHR,System failed to boot due to kernel panic issue,Critical Error
2025-08-21 22:10:55,ModernHR,"nova.osapi_compute.wsgi.server [req-121ecfae-3fb1-49cc-9a78-8b046fe73a77 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""DELETE /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/d96a117b-0193-4549-bdcc-63b917273d1d HTTP/1.1"" HTTP status code -  204 len: 203 time: 0.2549498",HTTP Status
2025-04-10 11:25:06,ModernCRM,"nova.osapi_compute.wsgi.server [req-c77665c9-8474-4c2c-94e9-da8b5eccc4a4 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1583 time: 0.1848371",HTTP Status
2025-10-03 17:53:00,ThirdPartyAPI,Account Account4999 experienced unauthorized login attempt,Security Alert
3/31/2025 18:35,BillingSystem,API intrusion detection system flagged user 2874,Security Alert
2025-06-17 13:05:38,ModernHR,"nova.metadata.wsgi.server [-] 10.11.21.135,10.11.10.1 ""GET /latest/meta-data/block-device-mapping/ami HTTP/1.1"" Status code -  200 len: 119 time: 0.0006430",HTTP Status
2025-05-07 13:25:09,AnalyticsEngine,"nova.compute.claims [req-d6986b54-3735-4a42-9074-0ba7d9717de9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: af5f7392-f7d4-4298-b647-c98924c64aa1] disk limit not specified, defaulting to unlimited",Resource Usage
2025-09-07 14:31:04,BillingSystem,"nova.compute.claims [req-72b4858f-049e-49e1-b31e-b562c5018eaf 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: 63a0d960-70b6-44c6-b606-491478a5cadf] vcpu limit not specified, defaulting to unlimited",Resource Usage
2025-07-17 19:30:33,AnalyticsEngine,"nova.compute.claims [req-98474cd9-61e1-4afe-bd52-676a577b058f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: 70c1714b-c11b-4c88-b300-239afe1f5ff8] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU",Resource Usage
2025-09-09 10:42:10,AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-78acc268-1d58-4b31-967a-c31e22012a78 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1893 time: 0.2668920",HTTP Status
2025-08-09 02:52:00,ModernHR,User 2104 made multiple failed login attempts,Security Alert
2025-04-08 15:28:20,BillingSystem,"nova.osapi_compute.wsgi.server [req-afb01936-1170-4119-9232-5e5ecdaede34 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1893 time: 0.2718439",HTTP Status
